currency,value,rated_at
UYU,31.72,2017-05-20
VEF,11.18,2017-05-20
ARS,17.92,2017-05-21
BRL,3.65,2017-05-21
CLP,749.07,2017-05-21
COP,3226.81,2017-05-21
CRC,638.46,2017-05-21
DOP,52.74,2017-05-21
EUR,1.0,2017-05-21
MXN,20.98,2017-05-21
PEN,3.66,2017-05-21
PYG,6240.01,2017-05-21
USD,1.12,2017-05-21
UYU,31.73,2017-05-21
VEF,11.18,2017-05-21
ARS,18.18,2017-05-22
BRL,3.67,2017-05-22
CLP,753.68,2017-05-22
COP,3264.64,2017-05-22
CRC,643.96,2017-05-22
DOP,52.91,2017-05-22
EUR,1.0,2017-05-22
MXN,21.03,2017-05-22
PEN,3.68,2017-05-22
PYG,6265.42,2017-05-22
USD,1.12,2017-05-22
UYU,31.71,2017-05-22
VEF,11.21,2017-05-22
ARS,17.98,2017-05-23
BRL,3.66,2017-05-23
CLP,754.24,2017-05-23
COP,3246.11,2017-05-23
CRC,644.47,2017-05-23
DOP,52.7,2017-05-23
EUR,1.0,2017-05-23
MXN,20.85,2017-05-23
PEN,3.66,2017-05-23
PYG,6264.12,2017-05-23
USD,1.12,2017-05-23
UYU,31.56,2017-05-23
VEF,11.15,2017-05-23
ARS,18.05,2017-05-24
BRL,3.68,2017-05-24
CLP,754.34,2017-05-24
COP,3259.93,2017-05-24
CRC,648.14,2017-05-24
DOP,52.89,2017-05-24
EUR,1.0,2017-05-24
MXN,20.71,2017-05-24
PEN,3.66,2017-05-24
PYG,6321.93,2017-05-24
USD,1.12,2017-05-24
UYU,31.7,2017-05-24
VEF,11.21,2017-05-24
ARS,18.02,2017-05-25
BRL,3.67,2017-05-25
CLP,749.66,2017-05-25
COP,3270.91,2017-05-25
CRC,652.81,2017-05-25
DOP,52.84,2017-05-25
EUR,1.0,2017-05-25
MXN,20.74,2017-05-25
PEN,3.66,2017-05-25
PYG,6313.07,2017-05-25
USD,1.12,2017-05-25
UYU,31.62,2017-05-25
VEF,11.19,2017-05-25
ARS,17.89,2017-05-26
BRL,3.65,2017-05-26
CLP,751.39,2017-05-26
COP,3253.17,2017-05-26
CRC,654.84,2017-05-26
DOP,52.37,2017-05-26
EUR,1.0,2017-05-26
MXN,20.7,2017-05-26
PEN,3.66,2017-05-26
PYG,6268.71,2017-05-26
USD,1.12,2017-05-26
UYU,31.55,2017-05-26
VEF,11.16,2017-05-26
ARS,17.89,2017-05-27
BRL,3.65,2017-05-27
CLP,751.39,2017-05-27
COP,3254.29,2017-05-27
CRC,649.4,2017-05-27
DOP,52.37,2017-05-27
EUR,1.0,2017-05-27
MXN,20.7,2017-05-27
PEN,3.66,2017-05-27
PYG,6268.71,2017-05-27
USD,1.12,2017-05-27
UYU,31.55,2017-05-27
VEF,11.16,2017-05-27
ARS,17.88,2017-05-28
BRL,3.64,2017-05-28
CLP,751.06,2017-05-28
COP,3251.07,2017-05-28
CRC,649.12,2017-05-28
DOP,52.35,2017-05-28
EUR,1.0,2017-05-28
MXN,20.67,2017-05-28
PEN,3.66,2017-05-28
PYG,6265.93,2017-05-28
USD,1.12,2017-05-28
UYU,31.53,2017-05-28
VEF,11.15,2017-05-28
ARS,17.76,2017-05-29
BRL,3.63,2017-05-29
CLP,750.84,2017-05-29
COP,3240.35,2017-05-29
CRC,636.98,2017-05-29
DOP,52.38,2017-05-29
EUR,1.0,2017-05-29
MXN,20.57,2017-05-29
PEN,3.65,2017-05-29
PYG,6220.99,2017-05-29
USD,1.11,2017-05-29
UYU,31.5,2017-05-29
VEF,11.1,2017-05-29
ARS,18.03,2017-05-30
BRL,3.64,2017-05-30
CLP,753.65,2017-05-30
COP,3258.26,2017-05-30
CRC,637.26,2017-05-30
DOP,52.54,2017-05-30
EUR,1.0,2017-05-30
MXN,20.92,2017-05-30
PEN,3.66,2017-05-30
PYG,6228.24,2017-05-30
USD,1.12,2017-05-30
UYU,31.52,2017-05-30
VEF,11.15,2017-05-30
ARS,18.07,2017-05-31
BRL,3.63,2017-05-31
CLP,755.69,2017-05-31
COP,3276.46,2017-05-31
CRC,641.1,2017-05-31
DOP,52.93,2017-05-31
EUR,1.0,2017-05-31
MXN,20.95,2017-05-31
PEN,3.67,2017-05-31
PYG,6276.59,2017-05-31
USD,1.12,2017-05-31
UYU,31.71,2017-05-31
VEF,11.21,2017-05-31
ARS,18.0,2017-06-01
BRL,3.64,2017-06-01
CLP,753.68,2017-06-01
COP,3242.63,2017-06-01
CRC,630.78,2017-06-01
DOP,52.83,2017-06-01
EUR,1.0,2017-06-01
MXN,20.92,2017-06-01
PEN,3.67,2017-06-01
PYG,6255.76,2017-06-01
USD,1.12,2017-06-01
UYU,31.69,2017-06-01
VEF,11.19,2017-06-01
ARS,18.09,2017-06-02
BRL,3.66,2017-06-02
CLP,755.45,2017-06-02
COP,3261.49,2017-06-02
CRC,636.53,2017-06-02
DOP,53.03,2017-06-02
EUR,1.0,2017-06-02
MXN,21.08,2017-06-02
PEN,3.69,2017-06-02
PYG,6280.43,2017-06-02
USD,1.13,2017-06-02
UYU,31.94,2017-06-02
VEF,11.25,2017-06-02
ARS,18.06,2017-06-03
BRL,3.66,2017-06-03
CLP,755.45,2017-06-03
COP,3261.49,2017-06-03
CRC,636.53,2017-06-03
DOP,53.03,2017-06-03
EUR,1.0,2017-06-03
MXN,21.08,2017-06-03
PEN,3.69,2017-06-03
PYG,6280.43,2017-06-03
USD,1.13,2017-06-03
UYU,31.94,2017-06-03
VEF,11.25,2017-06-03
ARS,18.11,2017-06-04
BRL,3.67,2017-06-04
CLP,752.06,2017-06-04
COP,3760.32,2017-06-04
CRC,638.24,2017-06-04
DOP,53.01,2017-06-04
EUR,1.0,2017-06-04
MXN,21.11,2017-06-04
PEN,3.67,2017-06-04
PYG,5640.48,2017-06-04
USD,1.13,2017-06-04
UYU,31.73,2017-06-04
VEF,11.26,2017-06-04
ARS,17.99,2017-06-05
BRL,3.71,2017-06-05
CLP,753.29,2017-06-05
COP,3264.28,2017-06-05
CRC,632.61,2017-06-05
DOP,53.09,2017-06-05
EUR,1.0,2017-06-05
MXN,20.65,2017-06-05
PEN,3.67,2017-06-05
PYG,6259.44,2017-06-05
USD,1.13,2017-06-05
UYU,31.84,2017-06-05
VEF,11.25,2017-06-05
ARS,18.05,2017-06-06
BRL,3.69,2017-06-06
CLP,753.87,2017-06-06
COP,3261.46,2017-06-06
CRC,633.33,2017-06-06
DOP,53.08,2017-06-06
EUR,1.0,2017-06-06
MXN,20.58,2017-06-06
PEN,3.68,2017-06-06
PYG,6278.4,2017-06-06
USD,1.13,2017-06-06
UYU,31.92,2017-06-06
VEF,11.25,2017-06-06
ARS,17.98,2017-06-07
BRL,3.68,2017-06-07
CLP,753.21,2017-06-07
COP,3277.53,2017-06-07
CRC,632.54,2017-06-07
DOP,53.07,2017-06-07
EUR,1.0,2017-06-07
MXN,20.55,2017-06-07
PEN,3.68,2017-06-07
PYG,6279.22,2017-06-07
USD,1.13,2017-06-07
UYU,31.94,2017-06-07
VEF,11.23,2017-06-07
ARS,17.81,2017-06-08
BRL,3.65,2017-06-08
CLP,744.07,2017-06-08
COP,3265.24,2017-06-08
CRC,628.74,2017-06-08
DOP,52.69,2017-06-08
EUR,1.0,2017-06-08
MXN,20.39,2017-06-08
PEN,3.65,2017-06-08
PYG,6232.36,2017-06-08
USD,1.12,2017-06-08
UYU,31.84,2017-06-08
VEF,11.16,2017-06-08
ARS,17.81,2017-06-09
BRL,3.69,2017-06-09
CLP,742.36,2017-06-09
COP,3260.54,2017-06-09
CRC,630.25,2017-06-09
DOP,52.69,2017-06-09
EUR,1.0,2017-06-09
MXN,20.33,2017-06-09
PEN,3.66,2017-06-09
PYG,6233.32,2017-06-09
USD,1.12,2017-06-09
UYU,31.87,2017-06-09
VEF,11.17,2017-06-09
ARS,17.81,2017-06-10
BRL,3.69,2017-06-10
CLP,742.36,2017-06-10
COP,3261.66,2017-06-10
CRC,630.25,2017-06-10
DOP,52.69,2017-06-10
EUR,1.0,2017-06-10
MXN,20.33,2017-06-10
PEN,3.66,2017-06-10
PYG,6233.32,2017-06-10
USD,1.12,2017-06-10
UYU,31.87,2017-06-10
VEF,11.17,2017-06-10
ARS,17.83,2017-06-11
BRL,3.69,2017-06-11
CLP,742.86,2017-06-11
COP,3262.77,2017-06-11
CRC,630.39,2017-06-11
DOP,52.73,2017-06-11
EUR,1.0,2017-06-11
MXN,20.33,2017-06-11
PEN,3.66,2017-06-11
PYG,6237.58,2017-06-11
USD,1.12,2017-06-11
UYU,31.89,2017-06-11
VEF,11.18,2017-06-11
ARS,17.81,2017-06-12
BRL,3.72,2017-06-12
CLP,740.7,2017-06-12
COP,3278.68,2017-06-12
CRC,628.23,2017-06-12
DOP,52.71,2017-06-12
EUR,1.0,2017-06-12
MXN,20.3,2017-06-12
PEN,3.67,2017-06-12
PYG,6236.02,2017-06-12
USD,1.12,2017-06-12
UYU,31.87,2017-06-12
VEF,11.17,2017-06-12
ARS,17.78,2017-06-13
BRL,3.72,2017-06-13
CLP,741.11,2017-06-13
COP,3281.75,2017-06-13
CRC,631.03,2017-06-13
DOP,52.89,2017-06-13
EUR,1.0,2017-06-13
MXN,20.25,2017-06-13
PEN,3.67,2017-06-13
PYG,6255.18,2017-06-13
USD,1.12,2017-06-13
UYU,31.67,2017-06-13
VEF,11.18,2017-06-13
ARS,17.8,2017-06-14
BRL,3.67,2017-06-14
CLP,741.36,2017-06-14
COP,3289.58,2017-06-14
CRC,632.23,2017-06-14
DOP,52.84,2017-06-14
EUR,1.0,2017-06-14
MXN,20.12,2017-06-14
PEN,3.67,2017-06-14
PYG,6229.23,2017-06-14
USD,1.12,2017-06-14
UYU,31.76,2017-06-14
VEF,11.19,2017-06-14
ARS,17.78,2017-06-15
BRL,3.65,2017-06-15
CLP,742.16,2017-06-15
COP,3290.43,2017-06-15
CRC,628.43,2017-06-15
DOP,52.55,2017-06-15
EUR,1.0,2017-06-15
MXN,20.1,2017-06-15
PEN,3.65,2017-06-15
PYG,6190.18,2017-06-15
USD,1.11,2017-06-15
UYU,31.51,2017-06-15
VEF,11.12,2017-06-15
ARS,17.92,2017-06-16
BRL,3.68,2017-06-16
CLP,744.09,2017-06-16
COP,3324.37,2017-06-16
CRC,631.81,2017-06-16
DOP,52.74,2017-06-16
EUR,1.0,2017-06-16
MXN,20.03,2017-06-16
PEN,3.66,2017-06-16
PYG,6214.59,2017-06-16
USD,1.12,2017-06-16
UYU,31.64,2017-06-16
VEF,11.16,2017-06-16
ARS,17.93,2017-06-17
BRL,3.68,2017-06-17
CLP,744.09,2017-06-17
COP,3325.49,2017-06-17
CRC,631.81,2017-06-17
DOP,52.74,2017-06-17
EUR,1.0,2017-06-17
MXN,20.03,2017-06-17
PEN,3.66,2017-06-17
PYG,6214.59,2017-06-17
USD,1.12,2017-06-17
UYU,31.64,2017-06-17
VEF,11.16,2017-06-17
ARS,17.95,2017-06-18
BRL,3.69,2017-06-18
CLP,745.26,2017-06-18
COP,3333.06,2017-06-18
CRC,630.73,2017-06-18
DOP,52.86,2017-06-18
EUR,1.0,2017-06-18
MXN,20.09,2017-06-18
PEN,3.66,2017-06-18
PYG,6243.96,2017-06-18
USD,1.12,2017-06-18
UYU,31.69,2017-06-18
VEF,11.18,2017-06-18
ARS,17.98,2017-06-19
BRL,3.66,2017-06-19
CLP,737.56,2017-06-19
COP,3316.54,2017-06-19
CRC,627.84,2017-06-19
DOP,52.53,2017-06-19
EUR,1.0,2017-06-19
MXN,20.05,2017-06-19
PEN,3.64,2017-06-19
PYG,6185.76,2017-06-19
USD,1.11,2017-06-19
UYU,31.52,2017-06-19
VEF,11.12,2017-06-19
ARS,17.96,2017-06-20
BRL,3.71,2017-06-20
CLP,739.28,2017-06-20
COP,3372.18,2017-06-20
CRC,624.2,2017-06-20
DOP,52.53,2017-06-20
EUR,1.0,2017-06-20
MXN,20.3,2017-06-20
PEN,3.64,2017-06-20
PYG,6209.21,2017-06-20
USD,1.11,2017-06-20
UYU,31.48,2017-06-20
VEF,11.11,2017-06-20
ARS,18.1,2017-06-21
BRL,3.72,2017-06-21
CLP,742.88,2017-06-21
COP,3413.6,2017-06-21
CRC,629.51,2017-06-21
DOP,52.61,2017-06-21
EUR,1.0,2017-06-21
MXN,20.37,2017-06-21
PEN,3.65,2017-06-21
PYG,6224.95,2017-06-21
USD,1.12,2017-06-21
UYU,31.59,2017-06-21
VEF,11.14,2017-06-21
ARS,17.99,2017-06-22
BRL,3.73,2017-06-22
CLP,739.27,2017-06-22
COP,3371.18,2017-06-22
CRC,628.63,2017-06-22
DOP,52.53,2017-06-22
EUR,1.0,2017-06-22
MXN,20.21,2017-06-22
PEN,3.64,2017-06-22
PYG,6205.44,2017-06-22
USD,1.12,2017-06-22
UYU,31.57,2017-06-22
VEF,11.12,2017-06-22
ARS,18.1,2017-06-23
BRL,3.74,2017-06-23
CLP,739.54,2017-06-23
COP,3379.85,2017-06-23
CRC,632.16,2017-06-23
DOP,52.71,2017-06-23
EUR,1.0,2017-06-23
MXN,20.17,2017-06-23
PEN,3.64,2017-06-23
PYG,6220.3,2017-06-23
USD,1.12,2017-06-23
UYU,31.62,2017-06-23
VEF,11.17,2017-06-23
ARS,18.1,2017-06-24
BRL,3.74,2017-06-24
CLP,739.54,2017-06-24
COP,3378.74,2017-06-24
CRC,630.99,2017-06-24
DOP,52.71,2017-06-24
EUR,1.0,2017-06-24
MXN,20.15,2017-06-24
PEN,3.64,2017-06-24
PYG,6220.3,2017-06-24
USD,1.12,2017-06-24
UYU,31.62,2017-06-24
VEF,11.17,2017-06-24
ARS,18.11,2017-06-25
BRL,3.74,2017-06-25
CLP,739.96,2017-06-25
COP,3380.64,2017-06-25
CRC,631.34,2017-06-25
DOP,52.74,2017-06-25
EUR,1.0,2017-06-25
MXN,20.17,2017-06-25
PEN,3.64,2017-06-25
PYG,6223.81,2017-06-25
USD,1.12,2017-06-25
UYU,31.63,2017-06-25
VEF,11.17,2017-06-25
ARS,18.22,2017-06-26
BRL,3.69,2017-06-26
CLP,738.86,2017-06-26
COP,3373.07,2017-06-26
CRC,630.29,2017-06-26
DOP,52.68,2017-06-26
EUR,1.0,2017-06-26
MXN,20.03,2017-06-26
PEN,3.63,2017-06-26
PYG,6198.95,2017-06-26
USD,1.12,2017-06-26
UYU,31.68,2017-06-26
VEF,11.16,2017-06-26
ARS,18.57,2017-06-27
BRL,3.76,2017-06-27
CLP,752.05,2017-06-27
COP,3429.49,2017-06-27
CRC,639.13,2017-06-27
DOP,53.44,2017-06-27
EUR,1.0,2017-06-27
MXN,20.38,2017-06-27
PEN,3.68,2017-06-27
PYG,6292.29,2017-06-27
USD,1.13,2017-06-27
UYU,32.09,2017-06-27
VEF,11.31,2017-06-27
ARS,18.66,2017-06-28
BRL,3.73,2017-06-28
CLP,754.98,2017-06-28
COP,3437.31,2017-06-28
CRC,641.62,2017-06-28
DOP,53.63,2017-06-28
EUR,1.0,2017-06-28
MXN,20.3,2017-06-28
PEN,3.69,2017-06-28
PYG,6320.15,2017-06-28
USD,1.14,2017-06-28
UYU,32.23,2017-06-28
VEF,11.36,2017-06-28
ARS,18.85,2017-06-29
BRL,3.78,2017-06-29
CLP,761.07,2017-06-29
COP,3481.39,2017-06-29
CRC,645.11,2017-06-29
DOP,53.87,2017-06-29
EUR,1.0,2017-06-29
MXN,20.64,2017-06-29
PEN,3.71,2017-06-29
PYG,6363.4,2017-06-29
USD,1.14,2017-06-29
UYU,32.41,2017-06-29
VEF,11.41,2017-06-29
ARS,18.99,2017-06-30
BRL,3.78,2017-06-30
CLP,759.69,2017-06-30
COP,3476.54,2017-06-30
CRC,645.74,2017-06-30
DOP,53.84,2017-06-30
EUR,1.0,2017-06-30
MXN,20.72,2017-06-30
PEN,3.71,2017-06-30
PYG,6344.59,2017-06-30
USD,1.14,2017-06-30
UYU,32.45,2017-06-30
VEF,11.4,2017-06-30
ARS,18.99,2017-07-01
BRL,3.78,2017-07-01
CLP,759.69,2017-07-01
COP,3480.32,2017-07-01
CRC,645.74,2017-07-01
DOP,53.84,2017-07-01
EUR,1.0,2017-07-01
MXN,20.72,2017-07-01
PEN,3.71,2017-07-01
PYG,6344.59,2017-07-01
USD,1.14,2017-07-01
UYU,32.45,2017-07-01
VEF,11.4,2017-07-01
ARS,18.97,2017-07-02
BRL,3.78,2017-07-02
CLP,759.18,2017-07-02
COP,3474.18,2017-07-02
CRC,646.8,2017-07-02
DOP,53.81,2017-07-02
EUR,1.0,2017-07-02
MXN,20.67,2017-07-02
PEN,3.71,2017-07-02
PYG,6340.27,2017-07-02
USD,1.14,2017-07-02
UYU,32.43,2017-07-02
VEF,11.4,2017-07-02
ARS,19.11,2017-07-03
BRL,3.75,2017-07-03
CLP,752.73,2017-07-03
COP,3461.11,2017-07-03
CRC,637.08,2017-07-03
DOP,53.5,2017-07-03
EUR,1.0,2017-07-03
MXN,20.68,2017-07-03
PEN,3.7,2017-07-03
PYG,6307.12,2017-07-03
USD,1.14,2017-07-03
UYU,32.28,2017-07-03
VEF,11.35,2017-07-03
ARS,19.18,2017-07-04
BRL,3.76,2017-07-04
CLP,753.92,2017-07-04
COP,3459.49,2017-07-04
CRC,644.6,2017-07-04
DOP,53.44,2017-07-04
EUR,1.0,2017-07-04
MXN,20.69,2017-07-04
PEN,3.7,2017-07-04
PYG,6303.59,2017-07-04
USD,1.14,2017-07-04
UYU,32.22,2017-07-04
VEF,11.33,2017-07-04
ARS,19.44,2017-07-05
BRL,3.73,2017-07-05
CLP,755.81,2017-07-05
COP,3497.89,2017-07-05
CRC,645.0,2017-07-05
DOP,53.36,2017-07-05
EUR,1.0,2017-07-05
MXN,20.78,2017-07-05
PEN,3.69,2017-07-05
PYG,6303.47,2017-07-05
USD,1.13,2017-07-05
UYU,32.57,2017-07-05
VEF,11.32,2017-07-05
ARS,19.5,2017-07-06
BRL,3.77,2017-07-06
CLP,760.03,2017-07-06
COP,3535.6,2017-07-06
CRC,649.83,2017-07-06
DOP,53.71,2017-07-06
EUR,1.0,2017-07-06
MXN,20.88,2017-07-06
PEN,3.71,2017-07-06
PYG,6327.62,2017-07-06
USD,1.14,2017-07-06
UYU,32.99,2017-07-06
VEF,11.4,2017-07-06
ARS,19.32,2017-07-07
BRL,3.74,2017-07-07
CLP,760.06,2017-07-07
COP,3522.62,2017-07-07
CRC,649.64,2017-07-07
DOP,54.0,2017-07-07
EUR,1.0,2017-07-07
MXN,20.58,2017-07-07
PEN,3.7,2017-07-07
PYG,6309.7,2017-07-07
USD,1.14,2017-07-07
UYU,33.0,2017-07-07
VEF,11.38,2017-07-07
ARS,19.32,2017-07-08
BRL,3.74,2017-07-08
CLP,760.06,2017-07-08
COP,3521.25,2017-07-08
CRC,647.32,2017-07-08
DOP,54.0,2017-07-08
EUR,1.0,2017-07-08
MXN,20.62,2017-07-08
PEN,3.7,2017-07-08
PYG,6309.7,2017-07-08
USD,1.14,2017-07-08
UYU,33.0,2017-07-08
VEF,11.38,2017-07-08
ARS,19.33,2017-07-09
BRL,3.74,2017-07-09
CLP,760.24,2017-07-09
COP,3523.43,2017-07-09
CRC,648.12,2017-07-09
DOP,53.59,2017-07-09
EUR,1.0,2017-07-09
MXN,20.63,2017-07-09
PEN,3.71,2017-07-09
PYG,6311.15,2017-07-09
USD,1.14,2017-07-09
UYU,33.1,2017-07-09
VEF,11.38,2017-07-09
ARS,19.35,2017-07-10
BRL,3.71,2017-07-10
CLP,759.12,2017-07-10
COP,3489.29,2017-07-10
CRC,647.84,2017-07-10
DOP,53.52,2017-07-10
EUR,1.0,2017-07-10
MXN,20.45,2017-07-10
PEN,3.7,2017-07-10
PYG,6309.86,2017-07-10
USD,1.14,2017-07-10
UYU,32.9,2017-07-10
VEF,11.37,2017-07-10
ARS,19.49,2017-07-11
BRL,3.73,2017-07-11
CLP,764.19,2017-07-11
COP,3528.07,2017-07-11
CRC,651.33,2017-07-11
DOP,53.83,2017-07-11
EUR,1.0,2017-07-11
MXN,20.56,2017-07-11
PEN,3.73,2017-07-11
PYG,6325.05,2017-07-11
USD,1.15,2017-07-11
UYU,33.17,2017-07-11
VEF,11.45,2017-07-11
ARS,19.33,2017-07-12
BRL,3.66,2017-07-12
CLP,756.94,2017-07-12
COP,3478.02,2017-07-12
CRC,649.89,2017-07-12
DOP,53.54,2017-07-12
EUR,1.0,2017-07-12
MXN,20.29,2017-07-12
PEN,3.71,2017-07-12
PYG,6306.13,2017-07-12
USD,1.14,2017-07-12
UYU,32.9,2017-07-12
VEF,11.39,2017-07-12
ARS,19.31,2017-07-13
BRL,3.66,2017-07-13
CLP,753.52,2017-07-13
COP,3469.61,2017-07-13
CRC,650.16,2017-07-13
DOP,54.08,2017-07-13
EUR,1.0,2017-07-13
MXN,20.19,2017-07-13
PEN,3.69,2017-07-13
PYG,6311.19,2017-07-13
USD,1.14,2017-07-13
UYU,32.71,2017-07-13
VEF,11.38,2017-07-13
ARS,19.3,2017-07-14
BRL,3.65,2017-07-14
CLP,753.59,2017-07-14
COP,3465.55,2017-07-14
CRC,653.44,2017-07-14
DOP,54.34,2017-07-14
EUR,1.0,2017-07-14
MXN,20.17,2017-07-14
PEN,3.72,2017-07-14
PYG,6354.07,2017-07-14
USD,1.15,2017-07-14
UYU,32.95,2017-07-14
VEF,11.44,2017-07-14
ARS,19.3,2017-07-15
BRL,3.65,2017-07-15
CLP,753.59,2017-07-15
COP,3465.55,2017-07-15
CRC,653.44,2017-07-15
DOP,54.34,2017-07-15
EUR,1.0,2017-07-15
MXN,20.17,2017-07-15
PEN,3.72,2017-07-15
PYG,6354.07,2017-07-15
USD,1.15,2017-07-15
UYU,32.95,2017-07-15
VEF,11.44,2017-07-15
ARS,19.31,2017-07-16
BRL,3.65,2017-07-16
CLP,754.32,2017-07-16
COP,3472.57,2017-07-16
CRC,651.37,2017-07-16
DOP,54.4,2017-07-16
EUR,1.0,2017-07-16
MXN,20.17,2017-07-16
PEN,3.72,2017-07-16
PYG,6360.2,2017-07-16
USD,1.15,2017-07-16
UYU,32.98,2017-07-16
VEF,11.45,2017-07-16
ARS,19.4,2017-07-17
BRL,3.65,2017-07-17
CLP,757.09,2017-07-17
COP,3476.43,2017-07-17
CRC,650.96,2017-07-17
DOP,54.28,2017-07-17
EUR,1.0,2017-07-17
MXN,20.17,2017-07-17
PEN,3.72,2017-07-17
PYG,6344.56,2017-07-17
USD,1.15,2017-07-17
UYU,32.8,2017-07-17
VEF,11.45,2017-07-17
ARS,19.71,2017-07-18
BRL,3.64,2017-07-18
CLP,756.2,2017-07-18
COP,3472.92,2017-07-18
CRC,655.41,2017-07-18
DOP,54.61,2017-07-18
EUR,1.0,2017-07-18
MXN,20.21,2017-07-18
PEN,3.74,2017-07-18
PYG,6393.69,2017-07-18
USD,1.16,2017-07-18
UYU,33.05,2017-07-18
VEF,11.52,2017-07-18
ARS,19.75,2017-07-19
BRL,3.63,2017-07-19
CLP,753.46,2017-07-19
COP,3462.88,2017-07-19
CRC,655.43,2017-07-19
DOP,54.49,2017-07-19
EUR,1.0,2017-07-19
MXN,20.26,2017-07-19
PEN,3.73,2017-07-19
PYG,6372.25,2017-07-19
USD,1.15,2017-07-19
UYU,32.96,2017-07-19
VEF,11.52,2017-07-19
ARS,19.99,2017-07-20
BRL,3.63,2017-07-20
CLP,758.78,2017-07-20
COP,3484.29,2017-07-20
CRC,662.32,2017-07-20
DOP,54.93,2017-07-20
EUR,1.0,2017-07-20
MXN,20.35,2017-07-20
PEN,3.77,2017-07-20
PYG,6451.82,2017-07-20
USD,1.16,2017-07-20
UYU,33.25,2017-07-20
VEF,11.6,2017-07-20
ARS,20.3,2017-07-21
BRL,3.66,2017-07-21
CLP,759.59,2017-07-21
COP,3514.1,2017-07-21
CRC,664.6,2017-07-21
DOP,55.06,2017-07-21
EUR,1.0,2017-07-21
MXN,20.59,2017-07-21
PEN,3.79,2017-07-21
PYG,6472.55,2017-07-21
USD,1.17,2017-07-21
UYU,33.34,2017-07-21
VEF,11.64,2017-07-21
ARS,20.3,2017-07-22
BRL,3.66,2017-07-22
CLP,759.59,2017-07-22
COP,3513.4,2017-07-22
CRC,663.46,2017-07-22
DOP,55.06,2017-07-22
EUR,1.0,2017-07-22
MXN,20.59,2017-07-22
PEN,3.79,2017-07-22
PYG,6472.55,2017-07-22
USD,1.17,2017-07-22
UYU,33.34,2017-07-22
VEF,11.64,2017-07-22
ARS,20.33,2017-07-23
BRL,3.67,2017-07-23
CLP,760.83,2017-07-23
COP,3519.85,2017-07-23
CRC,664.54,2017-07-23
DOP,55.15,2017-07-23
EUR,1.0,2017-07-23
MXN,20.59,2017-07-23
PEN,3.8,2017-07-23
PYG,6483.14,2017-07-23
USD,1.17,2017-07-23
UYU,33.4,2017-07-23
VEF,11.66,2017-07-23
ARS,20.28,2017-07-24
BRL,3.66,2017-07-24
CLP,758.66,2017-07-24
COP,3522.92,2017-07-24
CRC,661.14,2017-07-24
DOP,54.92,2017-07-24
EUR,1.0,2017-07-24
MXN,20.65,2017-07-24
PEN,3.77,2017-07-24
PYG,6456.75,2017-07-24
USD,1.16,2017-07-24
UYU,33.12,2017-07-24
VEF,11.61,2017-07-24
ARS,20.33,2017-07-25
BRL,3.7,2017-07-25
CLP,756.73,2017-07-25
COP,3527.32,2017-07-25
CRC,661.47,2017-07-25
DOP,54.92,2017-07-25
EUR,1.0,2017-07-25
MXN,20.7,2017-07-25
PEN,3.78,2017-07-25
PYG,6457.79,2017-07-25
USD,1.16,2017-07-25
UYU,33.12,2017-07-25
VEF,11.62,2017-07-25
ARS,20.52,2017-07-26
BRL,3.68,2017-07-26
CLP,755.61,2017-07-26
COP,3535.04,2017-07-26
CRC,667.17,2017-07-26
DOP,55.26,2017-07-26
EUR,1.0,2017-07-26
MXN,20.64,2017-07-26
PEN,3.8,2017-07-26
PYG,6514.16,2017-07-26
USD,1.17,2017-07-26
UYU,33.38,2017-07-26
VEF,11.7,2017-07-26
ARS,20.61,2017-07-27
BRL,3.69,2017-07-27
CLP,759.07,2017-07-27
COP,3519.52,2017-07-27
CRC,663.72,2017-07-27
DOP,55.03,2017-07-27
EUR,1.0,2017-07-27
MXN,20.72,2017-07-27
PEN,3.79,2017-07-27
PYG,6488.19,2017-07-27
USD,1.17,2017-07-27
UYU,33.2,2017-07-27
VEF,11.66,2017-07-27
ARS,20.92,2017-07-28
BRL,3.68,2017-07-28
CLP,767.82,2017-07-28
COP,3521.26,2017-07-28
CRC,668.64,2017-07-28
DOP,55.33,2017-07-28
EUR,1.0,2017-07-28
MXN,20.89,2017-07-28
PEN,3.8,2017-07-28
PYG,6520.07,2017-07-28
USD,1.18,2017-07-28
UYU,33.28,2017-07-28
VEF,11.73,2017-07-28
ARS,20.92,2017-07-29
BRL,3.68,2017-07-29
CLP,767.82,2017-07-29
COP,3526.32,2017-07-29
CRC,668.55,2017-07-29
DOP,55.33,2017-07-29
EUR,1.0,2017-07-29
MXN,20.89,2017-07-29
PEN,3.8,2017-07-29
PYG,6520.07,2017-07-29
USD,1.18,2017-07-29
UYU,33.28,2017-07-29
VEF,11.73,2017-07-29
ARS,20.91,2017-07-30
BRL,3.68,2017-07-30
CLP,767.46,2017-07-30
COP,3519.64,2017-07-30
CRC,668.24,2017-07-30
DOP,55.3,2017-07-30
EUR,1.0,2017-07-30
MXN,20.87,2017-07-30
PEN,3.8,2017-07-30
PYG,6517.06,2017-07-30
USD,1.18,2017-07-30
UYU,33.27,2017-07-30
VEF,11.72,2017-07-30
ARS,20.86,2017-07-31
BRL,3.7,2017-07-31
CLP,767.62,2017-07-31
COP,3527.68,2017-07-31
CRC,671.55,2017-07-31
DOP,55.63,2017-07-31
EUR,1.0,2017-07-31
